p6000_g+4.5_m0.0_t00_st_z+0.00_a+0.00_c+0.00_n+0.00_o+0.00_r+0.00_s+0.00
  6000.      Teff [K].         Last iteration; yyyymmdd=20080519
  7.3488E+10 Flux [erg/cm2/s]
  3.1623E+04 Surface gravity [cm/s2]
  0.0        Microturbulence parameter [km/s]
  0.0        No mass for plane-parallel models
 +0.00 +0.00 Metallicity [Fe/H] and [alpha/Fe]
  1.0000E+00 1 cm radius for plane-parallel models
  2.4181E-22 Luminosity [Lsun] FOR A RADIUS OF 1 cm!
 15 -2.60 -2.6317 -3.235E+07  4770.5  5.3644E-01  6.0579E+03  1.7492E+00  0.0000E+00
 16 -2.50 -2.5349 -3.111E+07  4792.9  6.0702E-01  6.8554E+03  1.7522E+00  0.0000E+00
 17 -2.40 -2.4380 -2.987E+07  4815.3  6.8676E-01  7.7570E+03  1.7559E+00  0.0000E+00
 18 -2.30 -2.3411 -2.862E+07  4838.0  7.7701E-01  8.7762E+03  1.7603E+00  0.0000E+00
 19 -2.20 -2.2441 -2.737E+07  4860.9  8.7911E-01  9.9283E+03  1.7657E+00  0.0000E+00
 20 -2.10 -2.1470 -2.611E+07  4884.6  9.9498E-01  1.1231E+04  1.7721E+00  0.0000E+00
 21 -2.00 -2.0499 -2.485E+07  4909.0  1.1265E+00  1.2702E+04  1.7800E+00  0.0000E+00
 22 -1.90 -1.9528 -2.358E+07  4934.3  1.2761E+00  1.4366E+04  1.7895E+00  0.0000E+00
 23 -1.80 -1.8557 -2.231E+07  4961.0  1.4470E+00  1.6245E+04  1.8011E+00  0.0000E+00
 24 -1.70 -1.7585 -2.103E+07  4989.4  1.6427E+00  1.8368E+04  1.8152E+00  0.0000E+00
 25 -1.60 -1.6614 -1.975E+07  5019.8  1.8677E+00  2.0765E+04  1.8325E+00  0.0000E+00
 26 -1.50 -1.5644 -1.846E+07  5052.8  2.1278E+00  2.3471E+04  1.8537E+00  0.0000E+00
 27 -1.40 -1.4673 -1.716E+07  5088.3  2.4296E+00  2.6525E+04  1.8797E+00  0.0000E+00
 28 -1.30 -1.3703 -1.586E+07  5128.2  2.7848E+00  2.9967E+04  1.9116E+00  0.0000E+00
 29 -1.20 -1.2734 -1.455E+07  5172.3  3.2049E+00  3.3843E+04  1.9507E+00  0.0000E+00
 30 -1.10 -1.1764 -1.323E+07  5220.7  3.7053E+00  3.8201E+04  1.9989E+00  0.0000E+00
 31 -1.00 -1.0796 -1.191E+07  5275.4  4.3140E+00  4.3087E+04  2.0580E+00  0.0000E+00
 32 -0.90 -0.9827 -1.059E+07  5337.0  5.0664E+00  4.8547E+04  2.1312E+00  0.0000E+00
 33 -0.80 -0.8858 -9.262E+06  5406.4  6.0165E+00  5.4615E+04  2.2215E+00  0.0000E+00
 34 -0.70 -0.7889 -7.945E+06  5486.2  7.2617E+00  6.1307E+04  2.3332E+00  0.0000E+00
 35 -0.60 -0.6918 -6.644E+06  5576.9  8.9369E+00  6.8600E+04  2.4714E+00  0.0000E+00
 36 -0.50 -0.5947 -5.372E+06  5680.8  1.1284E+01  7.6423E+04  2.6427E+00  0.0000E+00
 37 -0.40 -0.4974 -4.144E+06  5799.4  1.4692E+01  8.4641E+04  2.8554E+00  0.0000E+00
 38 -0.30 -0.4001 -2.977E+06  5935.2  1.9828E+01  9.3055E+04  3.1200E+00  0.0000E+00
 39 -0.20 -0.3026 -1.890E+06  6089.8  2.7805E+01  1.0143E+05  3.4498E+00  0.0000E+00
 40 -0.10 -0.2050 -8.947E+05  6265.9  4.0563E+01  1.0950E+05  3.8617E+00  0.0000E+00
 41 -0.00 -0.1075  0.000E+00  6465.4  6.1407E+01  1.1706E+05  4.3763E+00  0.0000E+00
 42  0.10 -0.0103  7.903E+05  6692.5  9.6462E+01  1.2392E+05  5.0222E+00  0.0000E+00
 43  0.20  0.0864  1.477E+06  6947.1  1.5567E+02  1.2998E+05  5.8343E+00  0.0000E+00
 44  0.30  0.1820  2.056E+06  7264.8  2.7093E+02  1.3507E+05  6.8618E+00  0.0000E+00
 45  0.40  0.2759  2.530E+06  7600.4  4.6481E+02  1.3917E+05  8.0940E+00  0.0000E+00
 46  0.50  0.3680  2.930E+06  7891.6  7.1861E+02  1.4258E+05  9.4338E+00  0.0000E+00
 47  0.60  0.4589  3.292E+06  8136.4  1.0149E+03  1.4564E+05  1.0772E+01  0.0000E+00
 48  0.70  0.5492  3.637E+06  8345.4  1.3442E+03  1.4855E+05  1.2043E+01  0.0000E+00
 49  0.80  0.6394  3.981E+06  8529.1  1.7042E+03  1.5143E+05  1.3228E+01  0.0000E+00
 50  0.90  0.7297  4.332E+06  8694.3  2.0953E+03  1.5438E+05  1.4341E+01  0.0000E+00
 51  1.00  0.8205  4.699E+06  8846.8  2.5214E+03  1.5745E+05  1.5409E+01  0.0000E+00
 52  1.20  1.0039  5.516E+06  9124.1  3.4890E+03  1.6419E+05  1.7462E+01  0.0000E+00
 53  1.40  1.1900  6.458E+06  9385.4  4.6779E+03  1.7207E+05  1.9559E+01  0.0000E+00
 54  1.60  1.3791  7.562E+06  9640.4  6.1601E+03  1.8147E+05  2.1775E+01  0.0000E+00
 55  1.80  1.5714  8.867E+06  9894.7  8.0294E+03  1.9282E+05  2.4166E+01  0.0000E+00
 56  2.00  1.7636  1.043E+07 10156.5  1.0454E+04  2.0689E+05  2.6829E+01  0.0000E+00
