p4000_g+4.5_m0.0_t00_st_z+0.00_a+0.00_c+0.00_n+0.00_o+0.00_r+0.00_s+0.00
  4000.      Teff [K].         Last iteration; yyyymmdd=20080519
  1.4516E+10 Flux [erg/cm2/s]
  3.1623E+04 Surface gravity [cm/s2]
  0.0        Microturbulence parameter [km/s]
  0.0        No mass for plane-parallel models
 +0.00 +0.00 Metallicity [Fe/H] and [alpha/Fe]
  1.0000E+00 1 cm radius for plane-parallel models
  4.7762E-23 Luminosity [Lsun] FOR A RADIUS OF 1 cm!
 15 -2.60 -2.5133 -2.119E+07  3242.1  6.2395E-02  1.2931E+04  3.4326E-01  0.0000E+00
 16 -2.50 -2.4193 -2.040E+07  3253.8  7.0505E-02  1.4681E+04  3.4410E-01  0.0000E+00
 17 -2.40 -2.3250 -1.960E+07  3266.1  7.9756E-02  1.6674E+04  3.4512E-01  0.0000E+00
 18 -2.30 -2.2304 -1.881E+07  3279.0  9.0347E-02  1.8945E+04  3.4634E-01  0.0000E+00
 19 -2.20 -2.1353 -1.801E+07  3292.7  1.0253E-01  2.1537E+04  3.4783E-01  0.0000E+00
 20 -2.10 -2.0397 -1.721E+07  3307.5  1.1661E-01  2.4498E+04  3.4962E-01  0.0000E+00
 21 -2.00 -1.9433 -1.641E+07  3323.5  1.3297E-01  2.7887E+04  3.5179E-01  0.0000E+00
 22 -1.90 -1.8461 -1.559E+07  3340.9  1.5209E-01  3.1768E+04  3.5440E-01  0.0000E+00
 23 -1.80 -1.7479 -1.477E+07  3360.2  1.7457E-01  3.6218E+04  3.5758E-01  0.0000E+00
 24 -1.70 -1.6486 -1.395E+07  3381.5  2.0118E-01  4.1324E+04  3.6145E-01  0.0000E+00
 25 -1.60 -1.5482 -1.311E+07  3405.2  2.3290E-01  4.7184E+04  3.6615E-01  0.0000E+00
 26 -1.50 -1.4466 -1.227E+07  3431.8  2.7107E-01  5.3906E+04  3.7187E-01  0.0000E+00
 27 -1.40 -1.3436 -1.142E+07  3462.9  3.1805E-01  6.1609E+04  3.7886E-01  0.0000E+00
 28 -1.30 -1.2385 -1.055E+07  3509.1  3.8348E-01  7.0428E+04  3.8746E-01  0.0000E+00
 29 -1.20 -1.1311 -9.671E+06  3557.6  4.6430E-01  8.0452E+04  3.9794E-01  0.0000E+00
 30 -1.10 -1.0229 -8.786E+06  3608.2  5.6394E-01  9.1718E+04  4.1067E-01  0.0000E+00
 31 -1.00 -0.9150 -7.903E+06  3660.9  6.8668E-01  1.0424E+05  4.2614E-01  0.0000E+00
 32 -0.90 -0.8081 -7.029E+06  3715.7  8.3776E-01  1.1800E+05  4.4484E-01  0.0000E+00
 33 -0.80 -0.7030 -6.168E+06  3772.6  1.0240E+00  1.3296E+05  4.6735E-01  0.0000E+00
 34 -0.70 -0.6000 -5.323E+06  3832.1  1.2541E+00  1.4909E+05  4.9432E-01  0.0000E+00
 35 -0.60 -0.4995 -4.497E+06  3894.6  1.5404E+00  1.6632E+05  5.2652E-01  0.0000E+00
 36 -0.50 -0.4014 -3.693E+06  3960.9  1.8996E+00  1.8456E+05  5.6469E-01  0.0000E+00
 37 -0.40 -0.3059 -2.910E+06  4031.8  2.3556E+00  2.0373E+05  6.0984E-01  0.0000E+00
 38 -0.30 -0.2128 -2.149E+06  4108.8  2.9422E+00  2.2371E+05  6.6315E-01  0.0000E+00
 39 -0.20 -0.1220 -1.411E+06  4193.5  3.7096E+00  2.4439E+05  7.2609E-01  0.0000E+00
 40 -0.10 -0.0333 -6.955E+05  4287.1  4.7226E+00  2.6564E+05  8.0047E-01  0.0000E+00
 41 -0.00  0.0534  0.000E+00  4391.0  6.0667E+00  2.8739E+05  8.8859E-01  0.0000E+00
 42  0.10  0.1385  6.792E+05  4505.7  7.8389E+00  3.0962E+05  9.9321E-01  0.0000E+00
 43  0.20  0.2222  1.349E+06  4631.5  1.0145E+01  3.3247E+05  1.1177E+00  0.0000E+00
 44  0.30  0.3051  2.018E+06  4769.6  1.3104E+01  3.5619E+05  1.2670E+00  0.0000E+00
 45  0.40  0.3875  2.699E+06  4921.6  1.6845E+01  3.8121E+05  1.4468E+00  0.0000E+00
 46  0.50  0.4701  3.407E+06  5089.9  2.1532E+01  4.0812E+05  1.6652E+00  0.0000E+00
 47  0.60  0.5531  4.158E+06  5276.6  2.7434E+01  4.3762E+05  1.9325E+00  0.0000E+00
 48  0.70  0.6371  4.964E+06  5483.6  3.5221E+01  4.7039E+05  2.2598E+00  0.0000E+00
 49  0.80  0.7223  5.823E+06  5707.3  4.6541E+01  5.0651E+05  2.6551E+00  0.0000E+00
 50  0.90  0.8093  6.710E+06  5936.4  6.4497E+01  5.4500E+05  3.1123E+00  0.0000E+00
 51  1.00  0.8985  7.588E+06  6159.4  9.2915E+01  5.8420E+05  3.6128E+00  0.0000E+00
 52  1.20  1.0836  9.297E+06  6554.0  1.9032E+02  6.6131E+05  4.6469E+00  0.0000E+00
 53  1.40  1.2751  1.087E+07  6906.1  3.6524E+02  7.3675E+05  5.7336E+00  0.0000E+00
 54  1.60  1.4698  1.238E+07  7230.3  6.5232E+02  8.1318E+05  6.8905E+00  0.0000E+00
 55  1.80  1.6658  1.388E+07  7539.4  1.1037E+03  8.9365E+05  8.1459E+00  0.0000E+00
 56  2.00  1.8621  1.542E+07  7840.2  1.7925E+03  9.8086E+05  9.5270E+00  0.0000E+00
